event,eco_mean,eco_median,eco_5,eco_95,fatality_mean,fatality_median,fatality_5,fatality_95
Italy_26-9-1997_2,2260.0578,2121.89,1408.8845,3538.877999999999,45.53583899999999,39.748850000000004,21.56674,86.84138999999993
Italy_24-11-2004,1744.39335,1690.1,1272.597,2200.6199999999994,26.887368500000015,24.34975,14.515755,40.942685
Cyprus_09-10-1996,1255.68397,1085.765,548.2629,2462.127999999999,12.674603349999995,9.051915000000001,3.944955,32.32897999999998
Greece_24-2-1981_1,37367.7055,36015.8,28117.905,52325.53,2040.8894199999988,1911.02,1372.9350000000002,3348.9724999999994
Italy_26-10-2016_1,1072.41842,1031.305,752.04365,1682.0734999999997,18.14126395000001,16.00775,9.292636,33.87972999999999
Turkey_13-3-1992,678.933745,659.274,331.9714,1089.7945,308.95758049999995,303.806,107.80559999999998,538.9821999999999
Greece_15-6-1995,900.481335,869.145,420.02225000000004,1536.0899999999992,28.81717244999998,24.54965,7.126835,63.336574999999954
Italy_26-9-1997_1,751.27615,655.776,378.9544,1393.5589999999997,13.370105049999996,9.19345,3.9623795,31.618084999999983
Greece_25-2-1981_2,15313.36955,14497.3,10479.835,23264.63,704.695405,635.469,381.01865,1290.7159999999997
Italy_20-5-2012_1,6942.10825,6767.745,5065.409,9415.7445,130.28793199999996,122.762,83.624055,196.20684999999997
Greece_26-1-2014_1,329.528923,234.5605,33.843855,1085.0475,4.325821039999998,2.4145199999999996,0.2550366,17.263529999999996
Italy_13-12-1990,5236.12515,4845.505,2868.4115,8582.128499999999,124.39123149999996,105.719,47.08746000000001,262.03049999999996
Greece_13-9-1986,751.558595,666.9815,311.75225000000006,1442.4944999999998,35.43667880000001,25.706850000000003,5.375515,94.99716
Italy_01-11-2002_2,77.67738,76.43455,47.604965,112.24099999999997,1.1311193649999998,1.0425550000000001,0.38209009999999993,2.263154499999999
Turkey_17-8-1999,19573.2404,15532.65,8614.9605,42784.78,8959.952199999992,7241.860000000001,3865.5564999999997,18490.085
Netherlands_13-4-1992,3917.5973,3587.67,2588.9475,5958.761499999998,46.544806500000014,43.04685,18.01355,86.25757499999999
Italy_07-4-2009_2,177.824223,140.8205,81.56258,384.2246999999996,2.6706287900000003,1.55871,0.5936237000000001,8.11830999999998
Spain_25-1-2016,162.78233832700002,26.83175,1.4188420000000002,594.3836999999997,3.739795590214952,0.1024416,0.00024317505000000003,11.085529999999997
Italy_06-4-2009_1,2811.1805,2772.855,1481.3,3979.6869999999994,77.79067950000001,74.31215,27.76023,131.53924999999998
Italy_23-11-1980,23601.115,22546.4,18530.545,32001.624999999996,682.1421649999996,647.3845,488.3822,966.6148499999999
Greece_17-11-2015,863.87074,789.0115,393.26145,1513.5669999999989,22.783891399999998,18.55125,6.0799325,49.19988
Greece_13-5-1995,1587.442255,1499.255,950.3628500000001,2414.824999999999,72.79003099999998,66.30465000000001,34.28748,136.64474999999996
Serbia_03-11-2010,669.229995,631.7855,201.7803,1249.6864999999993,55.58061629999998,45.63155,5.002325,147.1909
